defect_id,unit_id,batch_id,checkpoint_id,defect_type,severity,root_cause,reported_date
DEF-00485,UNIT-09541,BATCH-2024-00662,8,Packaging damage,Medium,Supplier quality issue,2024-11-20
DEF-00486,UNIT-46444,BATCH-2026-03254,5,Color calibration issue,High,Supplier quality issue,2026-05-30
DEF-00487,UNIT-43737,BATCH-2026-03065,2,Camera focus failed,Medium,Equipment calibration drift,2026-09-07
DEF-00488,UNIT-35277,BATCH-2025-02467,6,Port instability,Low,Handling damage,2025-03-18
DEF-00489,UNIT-35275,BATCH-2025-02467,7,Overheating,High,Investigation pending,2025-03-14
DEF-00490,UNIT-33221,BATCH-2026-02322,1,Short circuit,High,Material defect,2026-01-29
DEF-00491,UNIT-04025,BATCH-2025-00277,3,Low volume output,High,Process variation,2025-09-29
DEF-00492,UNIT-34989,BATCH-2024-02447,4,Cell imbalance,Low,Supplier quality issue,2024-10-23
DEF-00493,UNIT-38459,BATCH-2026-02691,1,Connector misalignment,Low,Supplier quality issue,2026-01-19
DEF-00494,UNIT-25274,BATCH-2025-01767,8,Final assembly defect,Low,Process variation,2025-12-24
DEF-00495,UNIT-07420,BATCH-2024-00515,3,Audio clipping,Critical,Packaging error,2024-10-13
DEF-00496,UNIT-15367,BATCH-2024-01075,7,Fan failure,Critical,Handling damage,2024-10-25
DEF-00497,UNIT-05635,BATCH-2025-00389,5,Screen artifact,Critical,Supplier quality issue,2025-02-09
DEF-00498,UNIT-32121,BATCH-2025-02246,7,Thermal runaway risk,Low,Investigation pending,2025-03-19
DEF-00499,UNIT-37267,BATCH-2026-02605,6,Connectivity drop,Medium,Supplier quality issue,2026-07-01
DEF-00500,UNIT-22930,BATCH-2025-01605,7,Thermal runaway risk,Medium,Material defect,2025-02-20
DEF-00501,UNIT-42289,BATCH-2025-02963,1,Power fluctuation,High,Supplier quality issue,2025-02-02
DEF-00502,UNIT-37196,BATCH-2025-02600,4,Cell imbalance,Medium,Material defect,2025-12-12
DEF-00503,UNIT-43282,BATCH-2025-03033,2,Sensor calibration drift,Medium,Material defect,2026-01-09
DEF-00504,UNIT-10098,BATCH-2024-00702,3,Low volume output,Medium,Supplier quality issue,2024-12-12
DEF-00505,UNIT-04097,BATCH-2025-00282,5,Color calibration issue,High,Equipment calibration drift,2025-06-23
DEF-00506,UNIT-24056,BATCH-2026-01683,6,Port instability,Medium,Environmental exposure,2026-07-21
DEF-00507,UNIT-30970,BATCH-2024-02167,5,Color calibration issue,Low,Supplier quality issue,2024-12-29
DEF-00508,UNIT-25453,BATCH-2025-01779,8,Packaging damage,Low,Handling damage,2026-01-20
DEF-00509,UNIT-30366,BATCH-2026-02126,4,Battery not detected,Medium,Process variation,2026-07-29
DEF-00510,UNIT-40992,BATCH-2024-02871,1,Connector misalignment,High,Supplier quality issue,2024-10-14
DEF-00511,UNIT-41340,BATCH-2024-02895,5,Dead pixel,Medium,Material defect,2024-11-20
DEF-00512,UNIT-40228,BATCH-2026-02816,2,Sensor calibration drift,Critical,Handling damage,2026-07-21
DEF-00513,UNIT-47081,BATCH-2024-03297,2,Sensor calibration drift,Medium,Packaging error,2024-11-20
DEF-00514,UNIT-17497,BATCH-2026-01224,6,Signal interference,High,Process variation,2026-04-19
DEF-00515,UNIT-43418,BATCH-2025-03043,8,Ingress issue,Critical,Equipment calibration drift,2025-04-23
DEF-00516,UNIT-09829,BATCH-2026-00682,3,Speaker distortion,Low,Environmental exposure,2026-02-16
DEF-00517,UNIT-39267,BATCH-2025-02748,6,Port instability,High,Material defect,2025-06-27
DEF-00518,UNIT-41700,BATCH-2025-02921,2,Camera focus failed,High,Handling damage,2025-12-25
DEF-00519,UNIT-18360,BATCH-2026-01283,6,Port instability,Low,Material defect,2026-06-22
DEF-00520,UNIT-28077,BATCH-2025-01963,3,Speaker distortion,Low,Supplier quality issue,2025-10-26
DEF-00521,UNIT-24470,BATCH-2025-01712,8,Ingress issue,Medium,Supplier quality issue,2025-02-05
DEF-00522,UNIT-40023,BATCH-2024-02801,5,Screen artifact,Low,Packaging error,2025-01-12
DEF-00523,UNIT-39730,BATCH-2024-02780,6,Connectivity drop,Medium,Environmental exposure,2024-10-26
DEF-00524,UNIT-48330,BATCH-2025-03382,8,Ingress issue,Low,Packaging error,2025-11-18
DEF-00525,UNIT-06449,BATCH-2026-00446,3,Speaker distortion,Medium,Supplier quality issue,2026-07-04
DEF-00526,UNIT-10292,BATCH-2026-00717,4,Cell imbalance,Medium,Packaging error,2026-08-31
DEF-00527,UNIT-04734,BATCH-2024-00326,6,Port instability,High,Material defect,2024-11-06
DEF-00528,UNIT-36521,BATCH-2026-02553,7,Fan failure,Low,Equipment calibration drift,2026-05-19
DEF-00529,UNIT-43174,BATCH-2026-03026,3,Low volume output,Low,Environmental exposure,2026-03-15
DEF-00530,UNIT-22718,BATCH-2026-01591,1,Power fluctuation,Low,Packaging error,2026-07-24
DEF-00531,UNIT-21381,BATCH-2026-01496,7,Fan failure,High,Investigation pending,2026-05-16
DEF-00532,UNIT-39710,BATCH-2026-02779,4,Battery not detected,Medium,Packaging error,2026-06-26
DEF-00533,UNIT-13804,BATCH-2026-00967,4,Cell imbalance,High,Handling damage,2026-03-16
DEF-00534,UNIT-23912,BATCH-2026-01674,6,Port instability,Low,Material defect,2026-01-14
DEF-00535,UNIT-36606,BATCH-2026-02558,1,Short circuit,Medium,Investigation pending,2026-08-27
DEF-00536,UNIT-47461,BATCH-2026-03322,3,Low volume output,Low,Handling damage,2026-07-07
DEF-00537,UNIT-38089,BATCH-2026-02664,7,Overheating,Medium,Equipment calibration drift,2026-07-18
DEF-00538,UNIT-08058,BATCH-2024-00558,1,Power fluctuation,Critical,Material defect,2024-10-30
DEF-00539,UNIT-08113,BATCH-2025-00562,8,Packaging damage,Low,Investigation pending,2025-03-14
DEF-00540,UNIT-37313,BATCH-2025-02608,8,Packaging damage,High,Process variation,2025-11-23
DEF-00541,UNIT-31832,BATCH-2025-02227,3,Low volume output,High,Handling damage,2025-03-10
DEF-00542,UNIT-06813,BATCH-2024-00471,7,Thermal runaway risk,Medium,Equipment calibration drift,2025-01-14
DEF-00543,UNIT-46682,BATCH-2025-03270,3,Speaker distortion,Medium,Material defect,2025-05-28
DEF-00544,UNIT-44010,BATCH-2026-03084,1,Connector misalignment,High,Process variation,2026-05-12
DEF-00545,UNIT-32855,BATCH-2026-02296,1,Short circuit,Medium,Packaging error,2026-07-20
DEF-00546,UNIT-11599,BATCH-2025-00809,6,Port instability,Medium,Material defect,2025-02-11
DEF-00547,UNIT-22634,BATCH-2026-01585,4,Charging instability,Low,Environmental exposure,2026-07-26
DEF-00548,UNIT-12512,BATCH-2026-00874,7,Thermal runaway risk,Low,Material defect,2026-02-05
DEF-00549,UNIT-24141,BATCH-2026-01690,1,Short circuit,Low,Packaging error,2026-06-02
DEF-00550,UNIT-48779,BATCH-2026-03412,4,Charging instability,High,Environmental exposure,2026-03-03
DEF-00551,UNIT-48665,BATCH-2025-03403,7,Overheating,Critical,Supplier quality issue,2026-01-11
DEF-00552,UNIT-38878,BATCH-2026-02722,3,Low volume output,Medium,Material defect,2026-08-24
DEF-00553,UNIT-37507,BATCH-2025-02621,1,Short circuit,Low,Handling damage,2025-10-28
DEF-00554,UNIT-20513,BATCH-2025-01433,2,Camera focus failed,Critical,Packaging error,2025-12-28
DEF-00555,UNIT-09499,BATCH-2025-00659,2,Camera focus failed,Low,Packaging error,2025-04-02
DEF-00556,UNIT-42924,BATCH-2024-03008,8,Packaging damage,Low,Material defect,2024-12-09
DEF-00557,UNIT-27609,BATCH-2025-01930,7,Thermal runaway risk,Low,Material defect,2025-03-14
DEF-00558,UNIT-40975,BATCH-2025-02870,7,Thermal runaway risk,Critical,Process variation,2025-08-02
DEF-00559,UNIT-39889,BATCH-2026-02792,4,Cell imbalance,Low,Material defect,2026-05-16
DEF-00560,UNIT-22075,BATCH-2026-01545,7,Fan failure,Medium,Handling damage,2026-04-09
DEF-00561,UNIT-33970,BATCH-2026-02374,6,Connectivity drop,Low,Material defect,2026-03-04
DEF-00562,UNIT-48189,BATCH-2026-03372,3,Low volume output,Low,Investigation pending,2026-05-01
DEF-00563,UNIT-34271,BATCH-2025-02395,6,Signal interference,High,Equipment calibration drift,2025-03-04
DEF-00564,UNIT-14109,BATCH-2026-00987,1,Short circuit,Low,Investigation pending,2026-06-19
DEF-00565,UNIT-26424,BATCH-2025-01847,6,Connectivity drop,High,Supplier quality issue,2025-04-21
DEF-00566,UNIT-40210,BATCH-2025-02815,7,Overheating,High,Environmental exposure,2025-09-29
DEF-00567,UNIT-07659,BATCH-2025-00532,1,Power fluctuation,High,Equipment calibration drift,2025-11-06
DEF-00568,UNIT-40433,BATCH-2025-02831,3,Audio clipping,Medium,Supplier quality issue,2025-10-24
DEF-00569,UNIT-04376,BATCH-2026-00301,7,Overheating,High,Equipment calibration drift,2026-01-29
DEF-00570,UNIT-19478,BATCH-2025-01361,3,Speaker distortion,High,Handling damage,2025-07-20
DEF-00571,UNIT-02170,BATCH-2025-00150,4,Charging instability,High,Investigation pending,2025-04-24
DEF-00572,UNIT-32344,BATCH-2024-02260,7,Fan failure,Medium,Equipment calibration drift,2024-10-31
DEF-00573,UNIT-03071,BATCH-2025-00212,4,Charging instability,Medium,Process variation,2025-07-04
DEF-00574,UNIT-44575,BATCH-2026-03122,2,Camera focus failed,Medium,Supplier quality issue,2026-02-28
DEF-00575,UNIT-04611,BATCH-2024-00318,7,Overheating,Low,Equipment calibration drift,2024-10-12
DEF-00576,UNIT-49290,BATCH-2026-03447,5,Screen artifact,High,Environmental exposure,2026-02-08
DEF-00577,UNIT-24953,BATCH-2024-01746,5,Screen artifact,High,Equipment calibration drift,2025-01-08
DEF-00578,UNIT-16929,BATCH-2025-01184,6,Signal interference,Medium,Material defect,2025-10-19
DEF-00579,UNIT-28496,BATCH-2026-01992,5,Dead pixel,Low,Supplier quality issue,2026-03-07
DEF-00580,UNIT-46101,BATCH-2026-03231,3,Speaker distortion,High,Environmental exposure,2026-05-13
DEF-00581,UNIT-23345,BATCH-2025-01635,3,Speaker distortion,Low,Packaging error,2025-04-07
DEF-00582,UNIT-38217,BATCH-2026-02673,8,Packaging damage,Medium,Investigation pending,2026-03-09
DEF-00583,UNIT-34135,BATCH-2026-02385,7,Thermal runaway risk,Low,Handling damage,2026-07-30
DEF-00584,UNIT-11609,BATCH-2025-00810,3,Low volume output,Medium,Packaging error,2025-11-07
DEF-00585,UNIT-33327,BATCH-2025-02329,3,Audio clipping,Medium,Supplier quality issue,2025-06-19
DEF-00586,UNIT-43039,BATCH-2026-03017,4,Battery not detected,Medium,Equipment calibration drift,2026-09-24
DEF-00587,UNIT-41225,BATCH-2025-02887,3,Audio clipping,Medium,Packaging error,2025-09-07
DEF-00588,UNIT-45578,BATCH-2025-03194,6,Signal interference,High,Packaging error,2025-05-30
DEF-00589,UNIT-08086,BATCH-2026-00560,8,Final assembly defect,Low,Environmental exposure,2026-03-25
DEF-00590,UNIT-18867,BATCH-2025-01319,4,Cell imbalance,Low,Environmental exposure,2025-03-20
DEF-00591,UNIT-02961,BATCH-2026-00205,4,Battery not detected,Medium,Handling damage,2026-06-05
DEF-00592,UNIT-36782,BATCH-2025-02570,1,Connector misalignment,Low,Material defect,2025-04-21
DEF-00593,UNIT-26428,BATCH-2025-01847,1,Power fluctuation,Medium,Material defect,2025-04-24
DEF-00594,UNIT-37838,BATCH-2025-02645,1,Connector misalignment,Medium,Material defect,2025-06-19
DEF-00595,UNIT-04390,BATCH-2024-00302,8,Final assembly defect,Low,Material defect,2024-11-26
DEF-00596,UNIT-30925,BATCH-2025-02163,6,Connectivity drop,Critical,Supplier quality issue,2025-08-07
DEF-00597,UNIT-43801,BATCH-2026-03070,4,Charging instability,High,Process variation,2026-09-06
DEF-00598,UNIT-31221,BATCH-2025-02185,1,Connector misalignment,Low,Supplier quality issue,2025-03-24
DEF-00599,UNIT-02055,BATCH-2026-00143,5,Dead pixel,High,Investigation pending,2026-04-26
DEF-00600,UNIT-05660,BATCH-2025-00390,7,Thermal runaway risk,High,Process variation,2025-12-08
DEF-00601,UNIT-14064,BATCH-2026-00984,7,Overheating,Low,Environmental exposure,2026-08-20
DEF-00602,UNIT-31567,BATCH-2024-02209,1,Power fluctuation,Medium,Packaging error,2024-12-08
DEF-00603,UNIT-26892,BATCH-2025-01880,4,Cell imbalance,Medium,Equipment calibration drift,2025-10-26
DEF-00604,UNIT-14965,BATCH-2025-01048,2,Lens scratch,Low,Supplier quality issue,2025-08-07
DEF-00605,UNIT-04771,BATCH-2026-00329,1,Power fluctuation,Medium,Investigation pending,2026-10-01
DEF-00606,UNIT-47417,BATCH-2026-03319,4,Battery not detected,Medium,Supplier quality issue,2026-03-17
DEF-00607,UNIT-26051,BATCH-2025-01821,3,Speaker distortion,High,Material defect,2025-12-07
DEF-00608,UNIT-35039,BATCH-2026-02450,5,Screen artifact,Low,Investigation pending,2026-07-15
DEF-00609,UNIT-40379,BATCH-2026-02828,1,Short circuit,High,Material defect,2026-05-14
DEF-00610,UNIT-03404,BATCH-2026-00235,1,Power fluctuation,Low,Process variation,2026-04-02
DEF-00611,UNIT-37986,BATCH-2025-02656,6,Signal interference,Medium,Process variation,2025-07-03
DEF-00612,UNIT-16180,BATCH-2025-01131,6,Signal interference,Medium,Equipment calibration drift,2025-07-29
DEF-00613,UNIT-16245,BATCH-2025-01135,3,Speaker distortion,High,Process variation,2025-02-10
DEF-00614,UNIT-25103,BATCH-2025-01756,4,Battery not detected,High,Investigation pending,2025-07-31
DEF-00615,UNIT-18598,BATCH-2026-01300,3,Audio clipping,Low,Investigation pending,2026-09-21
DEF-00616,UNIT-08362,BATCH-2025-00580,1,Short circuit,Medium,Environmental exposure,2025-09-23
DEF-00617,UNIT-48286,BATCH-2024-03379,5,Color calibration issue,Low,Environmental exposure,2024-11-23
DEF-00618,UNIT-40127,BATCH-2025-02808,3,Speaker distortion,Medium,Investigation pending,2025-10-14
DEF-00619,UNIT-32147,BATCH-2025-02248,3,Audio clipping,High,Process variation,2025-03-11
DEF-00620,UNIT-18200,BATCH-2025-01271,8,Ingress issue,Medium,Material defect,2025-11-23
DEF-00621,UNIT-41820,BATCH-2026-02929,5,Color calibration issue,Medium,Process variation,2026-09-20
DEF-00622,UNIT-39785,BATCH-2026-02784,8,Ingress issue,High,Material defect,2026-07-16
DEF-00623,UNIT-26883,BATCH-2025-01879,3,Low volume output,Medium,Equipment calibration drift,2026-01-04
DEF-00624,UNIT-45804,BATCH-2026-03210,2,Sensor calibration drift,High,Equipment calibration drift,2026-08-18
DEF-00625,UNIT-44422,BATCH-2024-03112,7,Thermal runaway risk,Low,Investigation pending,2024-12-26
DEF-00626,UNIT-29974,BATCH-2025-02098,8,Packaging damage,Medium,Investigation pending,2025-07-08
DEF-00627,UNIT-34601,BATCH-2026-02419,1,Power fluctuation,Medium,Supplier quality issue,2026-02-19
DEF-00628,UNIT-29258,BATCH-2026-02048,8,Final assembly defect,Medium,Equipment calibration drift,2026-04-11
DEF-00629,UNIT-04539,BATCH-2026-00313,1,Connector misalignment,Medium,Supplier quality issue,2026-03-06
DEF-00630,UNIT-22905,BATCH-2025-01604,3,Speaker distortion,High,Handling damage,2025-05-20
DEF-00631,UNIT-47675,BATCH-2026-03337,3,Speaker distortion,High,Process variation,2026-07-14
DEF-00632,UNIT-33198,BATCH-2025-02321,4,Cell imbalance,Low,Equipment calibration drift,2025-01-27
DEF-00633,UNIT-33339,BATCH-2025-02330,2,Lens scratch,Low,Environmental exposure,2025-11-26
DEF-00634,UNIT-06180,BATCH-2026-00425,5,Color calibration issue,Low,Handling damage,2026-02-15
DEF-00635,UNIT-47742,BATCH-2025-03343,1,Connector misalignment,High,Material defect,2025-10-17
DEF-00636,UNIT-27928,BATCH-2025-01953,4,Cell imbalance,High,Handling damage,2025-11-22
DEF-00637,UNIT-37371,BATCH-2026-02613,5,Color calibration issue,High,Supplier quality issue,2026-08-16
DEF-00638,UNIT-19656,BATCH-2025-01374,8,Final assembly defect,Medium,Handling damage,2025-09-27
DEF-00639,UNIT-43123,BATCH-2025-03023,3,Low volume output,Low,Handling damage,2025-09-27
DEF-00640,UNIT-22960,BATCH-2026-01608,3,Low volume output,Medium,Investigation pending,2026-04-05
DEF-00641,UNIT-26902,BATCH-2025-01881,6,Signal interference,Medium,Packaging error,2025-07-10
DEF-00642,UNIT-27397,BATCH-2025-01916,1,Connector misalignment,Medium,Equipment calibration drift,2025-04-14
DEF-00643,UNIT-07866,BATCH-2025-00545,2,Camera focus failed,Low,Supplier quality issue,2025-10-14
DEF-00644,UNIT-10522,BATCH-2025-00734,3,Speaker distortion,Medium,Equipment calibration drift,2025-12-11
DEF-00645,UNIT-23933,BATCH-2026-01675,5,Screen artifact,Medium,Packaging error,2026-08-07
DEF-00646,UNIT-25279,BATCH-2025-01767,5,Dead pixel,Medium,Handling damage,2025-12-29
DEF-00647,UNIT-22130,BATCH-2025-01549,6,Port instability,High,Environmental exposure,2025-09-07
DEF-00648,UNIT-42248,BATCH-2025-02960,5,Screen artifact,Medium,Handling damage,2025-05-23
DEF-00649,UNIT-42495,BATCH-2024-02979,7,Thermal runaway risk,Medium,Process variation,2024-11-12
DEF-00650,UNIT-42041,BATCH-2025-02945,2,Sensor calibration drift,Medium,Process variation,2025-11-22
DEF-00651,UNIT-09574,BATCH-2026-00664,1,Connector misalignment,High,Handling damage,2026-08-08
DEF-00652,UNIT-34604,BATCH-2026-02419,7,Fan failure,High,Investigation pending,2026-02-21
DEF-00653,UNIT-04798,BATCH-2025-00330,3,Speaker distortion,Medium,Packaging error,2025-09-22
DEF-00654,UNIT-43607,BATCH-2025-03056,3,Low volume output,Medium,Environmental exposure,2025-07-23
DEF-00655,UNIT-32699,BATCH-2025-02284,1,Short circuit,Low,Environmental exposure,2025-01-30
DEF-00656,UNIT-06266,BATCH-2025-00432,1,Connector misalignment,Medium,Equipment calibration drift,2025-03-04
DEF-00657,UNIT-03935,BATCH-2026-00271,4,Charging instability,High,Packaging error,2026-08-02
DEF-00658,UNIT-15184,BATCH-2025-01063,6,Connectivity drop,Medium,Process variation,2025-08-28
DEF-00659,UNIT-26884,BATCH-2025-01879,8,Ingress issue,High,Material defect,2026-01-04
DEF-00660,UNIT-18337,BATCH-2026-01282,2,Camera focus failed,Low,Environmental exposure,2026-07-18
DEF-00661,UNIT-27515,BATCH-2024-01924,3,Low volume output,Low,Packaging error,2024-12-30
DEF-00662,UNIT-24201,BATCH-2026-01694,2,Sensor calibration drift,Low,Environmental exposure,2026-03-27
DEF-00663,UNIT-01176,BATCH-2024-00082,2,Lens scratch,High,Environmental exposure,2024-10-10
DEF-00664,UNIT-19469,BATCH-2025-01361,4,Cell imbalance,Medium,Environmental exposure,2025-07-23
DEF-00665,UNIT-36010,BATCH-2025-02517,4,Battery not detected,Medium,Packaging error,2025-06-29
DEF-00666,UNIT-09789,BATCH-2026-00679,2,Sensor calibration drift,Critical,Equipment calibration drift,2026-04-28
DEF-00667,UNIT-04212,BATCH-2025-00290,6,Signal interference,Medium,Packaging error,2025-11-23
DEF-00668,UNIT-34327,BATCH-2026-02399,3,Speaker distortion,Medium,Material defect,2026-04-10
DEF-00669,UNIT-42376,BATCH-2024-02970,3,Speaker distortion,High,Handling damage,2025-01-25
DEF-00670,UNIT-13849,BATCH-2025-00970,4,Battery not detected,Low,Material defect,2025-08-20
DEF-00671,UNIT-16479,BATCH-2025-01153,5,Dead pixel,Critical,Material defect,2025-11-26
DEF-00672,UNIT-27377,BATCH-2025-01914,6,Port instability,Critical,Material defect,2025-03-26
DEF-00673,UNIT-17311,BATCH-2026-01212,8,Ingress issue,Low,Investigation pending,2026-08-14
DEF-00674,UNIT-29966,BATCH-2025-02098,4,Cell imbalance,Low,Process variation,2025-07-02
DEF-00675,UNIT-07431,BATCH-2026-00516,6,Port instability,Medium,Equipment calibration drift,2026-02-06
DEF-00676,UNIT-01370,BATCH-2026-00097,7,Thermal runaway risk,Medium,Process variation,2026-06-21
DEF-00677,UNIT-40186,BATCH-2025-02813,1,Power fluctuation,Medium,Material defect,2025-05-17
DEF-00678,UNIT-13787,BATCH-2025-00966,1,Short circuit,Medium,Equipment calibration drift,2025-10-30
DEF-00679,UNIT-40236,BATCH-2026-02816,6,Connectivity drop,Low,Packaging error,2026-07-23
DEF-00680,UNIT-19851,BATCH-2026-01388,1,Connector misalignment,Low,Investigation pending,2026-05-06
DEF-00681,UNIT-42093,BATCH-2025-02949,4,Battery not detected,High,Handling damage,2026-01-02
DEF-00682,UNIT-13234,BATCH-2024-00926,3,Speaker distortion,Critical,Handling damage,2024-10-17
DEF-00683,UNIT-10543,BATCH-2025-00735,4,Cell imbalance,Low,Packaging error,2025-05-08
DEF-00684,UNIT-11858,BATCH-2025-00828,5,Screen artifact,Critical,Supplier quality issue,2025-04-08
DEF-00685,UNIT-46084,BATCH-2025-03229,3,Low volume output,Low,Environmental exposure,2025-06-17
DEF-00686,UNIT-25007,BATCH-2026-01750,7,Fan failure,Critical,Investigation pending,2026-08-28
DEF-00687,UNIT-14594,BATCH-2025-01021,8,Ingress issue,High,Packaging error,2025-12-26
DEF-00688,UNIT-19196,BATCH-2025-01342,7,Thermal runaway risk,Low,Packaging error,2025-09-17
DEF-00689,UNIT-39421,BATCH-2025-02759,1,Power fluctuation,Medium,Process variation,2025-07-09
DEF-00690,UNIT-24181,BATCH-2026-01692,4,Battery not detected,Medium,Environmental exposure,2026-04-20
DEF-00691,UNIT-49100,BATCH-2025-03434,4,Charging instability,High,Supplier quality issue,2025-04-25
DEF-00692,UNIT-05047,BATCH-2024-00347,1,Short circuit,Low,Environmental exposure,2024-10-09
DEF-00693,UNIT-19887,BATCH-2025-01390,2,Sensor calibration drift,High,Material defect,2025-08-29
DEF-00694,UNIT-31352,BATCH-2025-02194,6,Connectivity drop,Low,Material defect,2025-12-31
DEF-00695,UNIT-12824,BATCH-2025-00897,4,Charging instability,Medium,Material defect,2025-11-07
DEF-00696,UNIT-26098,BATCH-2024-01824,4,Cell imbalance,Critical,Supplier quality issue,2024-11-26
DEF-00697,UNIT-33129,BATCH-2025-02315,4,Cell imbalance,Low,Handling damage,2025-07-13
DEF-00698,UNIT-35995,BATCH-2025-02516,3,Audio clipping,Low,Process variation,2025-11-18
DEF-00699,UNIT-10251,BATCH-2026-00714,1,Connector misalignment,Low,Material defect,2026-08-10
DEF-00700,UNIT-13547,BATCH-2026-00948,2,Camera focus failed,Low,Packaging error,2026-03-24
DEF-00701,UNIT-35083,BATCH-2025-02453,1,Connector misalignment,High,Investigation pending,2025-11-05
DEF-00702,UNIT-45240,BATCH-2026-03169,1,Connector misalignment,High,Environmental exposure,2026-07-07
DEF-00703,UNIT-07798,BATCH-2025-00541,6,Connectivity drop,Critical,Supplier quality issue,2025-09-03
DEF-00704,UNIT-08820,BATCH-2025-00611,5,Color calibration issue,High,Environmental exposure,2025-07-08
DEF-00705,UNIT-01478,BATCH-2025-00104,4,Charging instability,Medium,Supplier quality issue,2025-11-09
DEF-00706,UNIT-29869,BATCH-2024-02091,3,Speaker distortion,Low,Equipment calibration drift,2024-12-21
DEF-00707,UNIT-11043,BATCH-2025-00769,2,Camera focus failed,High,Environmental exposure,2025-12-18
DEF-00708,UNIT-09088,BATCH-2025-00630,1,Power fluctuation,Critical,Handling damage,2025-01-19
DEF-00709,UNIT-23991,BATCH-2026-01679,1,Connector misalignment,Low,Material defect,2026-06-18
DEF-00710,UNIT-14878,BATCH-2025-01042,1,Connector misalignment,High,Material defect,2025-07-22
DEF-00711,UNIT-39162,BATCH-2026-02741,2,Camera focus failed,Low,Equipment calibration drift,2026-06-08
DEF-00712,UNIT-28106,BATCH-2025-01965,3,Audio clipping,Medium,Process variation,2025-07-09
DEF-00713,UNIT-24711,BATCH-2026-01729,7,Thermal runaway risk,Medium,Environmental exposure,2026-05-21
DEF-00714,UNIT-19177,BATCH-2025-01341,1,Connector misalignment,Critical,Environmental exposure,2025-11-09
DEF-00715,UNIT-26157,BATCH-2025-01828,3,Speaker distortion,Medium,Process variation,2025-10-04
DEF-00716,UNIT-10726,BATCH-2026-00748,3,Speaker distortion,Medium,Supplier quality issue,2026-07-17
DEF-00717,UNIT-24468,BATCH-2025-01712,7,Fan failure,Medium,Handling damage,2025-02-07
DEF-00718,UNIT-33680,BATCH-2025-02354,1,Power fluctuation,Low,Supplier quality issue,2025-05-20
DEF-00719,UNIT-37808,BATCH-2026-02644,5,Color calibration issue,High,Supplier quality issue,2026-03-07
DEF-00720,UNIT-08377,BATCH-2026-00581,2,Lens scratch,Low,Material defect,2026-05-21
DEF-00721,UNIT-30320,BATCH-2026-02123,6,Signal interference,Medium,Handling damage,2026-08-29
DEF-00722,UNIT-32837,BATCH-2025-02295,3,Speaker distortion,High,Packaging error,2025-10-31
DEF-00723,UNIT-42224,BATCH-2025-02958,8,Ingress issue,Low,Packaging error,2025-06-16
DEF-00724,UNIT-44423,BATCH-2024-03112,7,Overheating,Medium,Packaging error,2024-12-26
DEF-00725,UNIT-07727,BATCH-2025-00536,4,Cell imbalance,High,Packaging error,2025-12-13
DEF-00726,UNIT-27044,BATCH-2026-01891,1,Power fluctuation,Medium,Equipment calibration drift,2026-05-05
DEF-00727,UNIT-33429,BATCH-2025-02337,1,Short circuit,Low,Packaging error,2025-11-25
DEF-00728,UNIT-31317,BATCH-2026-02192,2,Lens scratch,Medium,Packaging error,2026-05-17
DEF-00729,UNIT-03131,BATCH-2026-00216,1,Short circuit,High,Material defect,2026-08-29
DEF-00730,UNIT-01192,BATCH-2024-00084,3,Audio clipping,Medium,Handling damage,2024-10-30
DEF-00731,UNIT-10479,BATCH-2025-00731,5,Screen artifact,Critical,Equipment calibration drift,2025-12-25
DEF-00732,UNIT-09264,BATCH-2024-00642,8,Packaging damage,Low,Material defect,2024-10-25
DEF-00733,UNIT-26888,BATCH-2025-01880,7,Overheating,Medium,Investigation pending,2025-10-29
DEF-00734,UNIT-01087,BATCH-2025-00077,5,Color calibration issue,Medium,Handling damage,2025-06-14
DEF-00735,UNIT-37438,BATCH-2025-02617,8,Packaging damage,Low,Equipment calibration drift,2025-11-10
DEF-00736,UNIT-28759,BATCH-2026-02011,4,Cell imbalance,High,Material defect,2026-08-13
DEF-00737,UNIT-21580,BATCH-2025-01510,2,Camera focus failed,Low,Material defect,2025-12-11
DEF-00738,UNIT-01069,BATCH-2024-00075,5,Screen artifact,High,Packaging error,2025-01-07
DEF-00739,UNIT-12331,BATCH-2025-00861,3,Speaker distortion,Medium,Environmental exposure,2025-02-14
DEF-00740,UNIT-40191,BATCH-2025-02813,8,Final assembly defect,Medium,Process variation,2025-05-11
DEF-00741,UNIT-23298,BATCH-2025-01631,3,Low volume output,High,Packaging error,2025-02-23
DEF-00742,UNIT-38565,BATCH-2025-02698,2,Sensor calibration drift,Medium,Material defect,2025-03-15
DEF-00743,UNIT-33937,BATCH-2026-02372,8,Final assembly defect,Medium,Supplier quality issue,2026-09-09
DEF-00744,UNIT-10747,BATCH-2024-00750,8,Packaging damage,Medium,Handling damage,2024-11-19
DEF-00745,UNIT-30773,BATCH-2026-02153,2,Camera focus failed,Low,Investigation pending,2026-08-30
DEF-00746,UNIT-46546,BATCH-2026-03261,1,Power fluctuation,Medium,Process variation,2026-09-11
DEF-00747,UNIT-20954,BATCH-2026-01464,4,Charging instability,High,Process variation,2026-03-07
DEF-00748,UNIT-00589,BATCH-2025-00041,7,Overheating,High,Packaging error,2025-03-24
DEF-00749,UNIT-15573,BATCH-2024-01089,3,Low volume output,Low,Environmental exposure,2025-01-09
DEF-00750,UNIT-33109,BATCH-2025-02314,8,Ingress issue,High,Material defect,2025-06-16
